SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
AFAN1612;"Вороток Г-подібний 1/2"" 300мм TOPTUL AFAN1612";ok;308.00;308.00;+0.00%;410.00;360.00;-12.20%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAN1614;"Вороток Г-подібний 1/2"" 360х120мм TOPTUL AFAN1614";ok;409.00;409.00;+0.00%;540.00;480.00;-11.11%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAN1614B;"Вороток Г-подібний 1/2"" 360х120мм Black Finish TOPTUL AFAN16";ok;458.00;458.00;+0.00%;600.00;530.00;-11.67%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAN2416;"Вороток Г-подібний 3/4"" 400х150мм TOPTUL AFAN2416";ok;881.00;881.00;+0.00%;1120.00;1020.00;-8.93%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAO2412;"Вороток Г-подібний 3/4"" 300мм TOPTUL AFAO2412";ok;702.00;702.00;+0.00%;900.00;810.00;-10.00%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAO2414;"Вороток Г-подібний 3/4"" 350мм TOPTUL AFAO2414";ok;782.00;782.00;+0.00%;1000.00;900.00;-10.00%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAO2418;"Вороток Г-подібний 3/4"" 450мм TOPTUL AFAO2418";ok;912.00;912.00;+0.00%;1160.00;1050.00;-9.48%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAO3226;"Вороток Г-подібний 1"" 650мм TOPTUL AFAO3226";ok;2934.00;2934.00;+0.00%;3670.00;3380.00;-7.90%;14.92%;Воротки, трещотки;Так;*;Ні;
AFAS1612;"Вороток Г-подібний (кут 135°) 1/2"" 300мм TOPTUL AFAS1612";ok;310.00;310.00;+0.00%;410.00;360.00;-12.20%;14.92%;Воротки, трещотки;Так;*;Ні;
AFC2500;"Блок подготовки воздуха 1/4"" AIRKRAFT AFC2500";ok;680.00;680.00;+0.00%;870.00;790.00;-9.20%;14.74%;Комплектующие для шиномонтажа;Так;*;Ні;
AFR2500;"Фильтр очистки воздуха с регулятором 1/4"" AIRKRAFT AFR2500";ok;394.00;394.00;+0.00%;520.00;440.00;-15.38%;10.63%;Компоненты пневматики;Так;*;Ні;
AFR804;"Фильтр очистки воздуха с редуктором (PROFI) 1/2"" AIRKRAFT SF";ok;762.00;762.00;+0.00%;970.00;850.00;-12.37%;10.63%;Компоненты пневматики;Так;*;Ні;
AFRL804;"Блок подготовки воздуха (PROFI) 1/2"" AIRKRAFT SFC400 AFRL804";ok;1592.00;1592.00;+0.00%;2010.00;1830.00;-8.96%;14.74%;Комплектующие для шиномонтажа;Так;*;Ні;
AGAE0210;Ключ шестигранний Г-подібний 2мм супердовгий TOPTUL AGAE0210;ok;43.00;43.00;+0.00%;80.00;50.00;-37.50%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 37.5%
AGAE0313;Ключ шестигранний Г-подібний 3мм супердовгий TOPTUL AGAE0313;ok;54.00;54.00;+0.00%;100.00;70.00;-30.00%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 30.0%
AGAE0414;Ключ шестигранний Г-подібний 4мм супердовгий TOPTUL AGAE0414;ok;61.00;61.00;+0.00%;100.00;80.00;-20.00%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 20.0%
AGAE0517;Ключ шестигранний Г-подібний 5мм супердовгий TOPTUL AGAE0517;ok;68.00;68.00;+0.00%;110.00;80.00;-27.27%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 27.3%
AGAE0619;Ключ шестигранний Г-подібний 6мм супердовгий TOPTUL AGAE0619;ok;83.00;83.00;+0.00%;130.00;100.00;-23.08%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 23.1%
AGAE0720;Ключ шестигранний Г-подібний 7мм супердовгий TOPTUL AGAE0720;ok;106.00;106.00;+0.00%;160.00;130.00;-18.75%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAE0821;Ключ шестигранний Г-подібний 8мм супердовгий TOPTUL AGAE0821;ok;118.00;118.00;+0.00%;170.00;140.00;-17.65%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAE1023;Ключ шестигранний Г-подібний 10мм супердовгий TOPTUL AGAE102;ok;170.00;170.00;+0.00%;240.00;200.00;-16.67%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAE1226;Ключ шестигранний Г-подібний 12мм супердовгий TOPTUL AGAE122;ok;280.00;280.00;+0.00%;380.00;330.00;-13.16%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAE1429;Ключ шестигранний Г-подібний 14мм супердовгий TOPTUL AGAE142;ok;407.00;407.00;+0.00%;530.00;470.00;-11.32%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAE1734;Ключ шестигранний Г-подібний 17мм супердовгий TOPTUL AGAE173;ok;648.00;648.00;+0.00%;830.00;750.00;-9.64%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAE1938;Ключ шестигранний Г-подібний 19мм супердовгий TOPTUL AGAE193;ok;847.00;847.00;+0.00%;1080.00;980.00;-9.26%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAE1E09;Ключ шестигранний Г-подібний 1,5мм супердовгий TOPTUL AGAE1E;ok;36.00;36.00;+0.00%;70.00;50.00;-28.57%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 28.6%
AGAE2E11;Ключ шестигранний Г-подібний 2,5мм супердовгий TOPTUL AGAE2E;ok;48.00;48.00;+0.00%;90.00;60.00;-33.33%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 33.3%
AGAS0205;Ключ шестигранний Г-подібний 2мм (сталь SNCM+V) TOPTUL AGAS0;ok;26.00;26.00;+0.00%;60.00;40.00;-33.33%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 33.3%
AGAS0307;Ключ шестигранний Г-подібний 3мм (сталь SNCM+ V) TOPTUL AGAS;ok;29.00;29.00;+0.00%;60.00;40.00;-33.33%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 33.3%
AGAS0407;Ключ шестигранний Г-подібний 4мм (сталь SNCM+V) TOPTUL AGAS0;ok;35.00;35.00;+0.00%;70.00;50.00;-28.57%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 28.6%
AGAS0509;Ключ шестигранний Г-подібний 5мм (сталь SNCM+V) TOPTUL AGAS0;ok;44.00;44.00;+0.00%;80.00;60.00;-25.00%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 25.0%
AGAS0610;Ключ шестигранний Г-подібний 6мм (сталь SNCM+V) TOPTUL AGAS0;ok;54.00;54.00;+0.00%;100.00;70.00;-30.00%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 30.0%
AGAS0710;Ключ шестигранний Г-подібний 7мм (сталь SNCM+V) TOPTUL AGAS0;ok;67.00;67.00;+0.00%;110.00;80.00;-27.27%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 27.3%
AGAS0811;Ключ шестигранний Г-подібний 8мм (сталь SNCM+V) TOPTUL AGAS0;ok;82.00;82.00;+0.00%;130.00;100.00;-23.08%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 23.1%
AGAS0912;Ключ шестигранний Г-подібний 9мм (сталь SNCM+V) TOPTUL AGAS0;ok;106.00;106.00;+0.00%;160.00;130.00;-18.75%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAS1012;Ключ шестигранний Г-подібний 10мм (сталь SNCM+V) TOPTUL AGAS;ok;117.00;117.00;+0.00%;170.00;140.00;-17.65%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAS1214;Ключ шестигранний Г-подібний 12мм (сталь SNCM+V) TOPTUL AGAS;ok;188.00;188.00;+0.00%;260.00;220.00;-15.38%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAS1415;Ключ шестигранний Г-подібний 14мм (сталь SNCM+V) TOPTUL AGAS;ok;276.00;276.00;+0.00%;370.00;320.00;-13.51%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAS1718;Ключ шестигранний Г-подібний 17мм (сталь SNCM+V) TOPTUL AGAS;ok;446.00;446.00;+0.00%;580.00;520.00;-10.34%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAS1920;Ключ шестигранний Г-подібний 19мм (сталь SNCM+V) TOPTUL AGAS;ok;541.00;541.00;+0.00%;700.00;630.00;-10.00%;15.27%;Шестигранные ключи;Так;*;Ні;
AGAS1E05;Ключ шестигранний Г-подібний 1,5мм (сталь SNCM+V) TOPTUL AGA;ok;19.00;19.00;+0.00%;50.00;40.00;-20.00%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 20.0%
AGAS2E06;Ключ шестигранний Г-подібний 2,5мм (сталь SNCM+V) TOPTUL AGA;ok;28.00;28.00;+0.00%;60.00;40.00;-33.33%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 33.3%
AGCD0827;Ключ шестигранний з ручкою L-подібний 8мм L265x116 TOPTUL AG;ok;331.00;331.00;+0.00%;440.00;390.00;-11.36%;15.27%;Шестигранные ключи;Так;*;Ні;
AGFB0701;Набір складаний ключів HEX: 2,2.5,3,4,5,6,8мм (матеріал CRV-;ok;309.00;309.00;+0.00%;410.00;360.00;-12.20%;15.00%;default;Так;*;Ні;
AGGS1414;Ключ Г-подібний SPLINE М14 TOPTUL AGGS1414;ok;253.00;253.00;+0.00%;340.00;300.00;-11.76%;15.27%;Шестигранные ключи;Так;*;Ні;
AGL-12;Нагнітач консистентного мастила з пневмоприводом (12л) GI KR;ok;6270.00;6270.00;+0.00%;7820.00;7150.00;-8.57%;13.94%;Оборудование для замены масел и смазок;Так;*;Ні;
AGL-15;Нагнітач консистентного мастила з пневмоприводом (15л) GI KR;ok;9475.00;9475.00;+0.00%;11800.00;10800.00;-8.47%;13.94%;Оборудование для замены масел и смазок;Так;*;Ні;
AHC-10-A;Шланг резиновый воздушный армированный 20 атм 6x13мм 10м с б;ok;770.00;770.00;+0.00%;1070.00;890.00;-16.82%;15.00%;default;Так;*;Ні;
AHC-10-B;Шланг резиновый воздушный армированный 20 атм 6x13мм 20м с б;ok;1351.00;1351.00;+0.00%;1710.00;1560.00;-8.77%;15.00%;default;Так;*;Ні;
AHC-10-C;Шланг резиновый воздушный армированный 20 атм 6x13мм 15м с б;ok;824.00;824.00;+0.00%;1050.00;950.00;-9.52%;15.00%;default;Так;*;Ні;
AHC-10-D;Шланг резиновый воздушный армированный 20 атм 8x15мм 10м с б;ok;880.00;880.00;+0.00%;1120.00;1020.00;-8.93%;15.00%;default;Так;*;Ні;
AHC-10-E;Шланг резиновый воздушный армированный 20 атм 8x15мм 20м с б;ok;1529.00;1529.00;+0.00%;1930.00;1760.00;-8.81%;15.00%;default;Так;*;Ні;
AHC-10-F;Шланг резиновый воздушный армированный 20 атм 8x15мм 50м с б;ok;2859.00;2859.00;+0.00%;3580.00;3290.00;-8.10%;15.00%;default;Так;*;Ні;
AHC-10-G;Шланг резиновый воздушный армированный 20 атм 8x15мм 15м с б;ok;921.00;921.00;+0.00%;1170.00;1060.00;-9.40%;15.00%;default;Так;*;Ні;
AHC-10-H;Шланг резиновый воздушный армированный 20 атм 10x17мм 20м с ;ok;1442.00;1442.00;+0.00%;1820.00;1660.00;-8.79%;15.00%;default;Так;*;Ні;
AHC-10-I;Шланг резиновый воздушный армированный 20 атм 10x17мм 10м с ;ok;843.00;843.00;+0.00%;1080.00;970.00;-10.19%;15.00%;default;Так;*;Ні;
AHC-10-J;Шланг резиновый воздушный армированный 20 атм 10x17мм 15м с ;ok;1147.00;1147.00;+0.00%;1450.00;1320.00;-8.97%;15.00%;default;Так;*;Ні;
AHC-10-W;Шланг резиновый воздушный армированный 20 атм 8x15мм 50м AIR;ok;2454.00;2454.00;+0.00%;3080.00;2830.00;-8.12%;15.00%;default;Ні;*;Так;відсутній у фіді
AHC-16-E;Шланг резиновый воздушный армированный (PROFI) 20 атм 8x15мм;ok;1380.00;1380.00;+0.00%;3300.00;1590.00;-51.82%;15.00%;default;Так;*;Так;подешевшало на 51.8%
AHC-34A;Шланг воздушный полиуретановый на катушке 5x8мм 15м с быстро;ok;2724.00;2724.00;+0.00%;3410.00;3140.00;-7.92%;15.00%;default;Так;*;Ні;
AHC-35A;Шланг воздушный полиуретановый армированный на катушке 6,5x1;ok;3091.00;3091.00;+0.00%;3870.00;3560.00;-8.01%;15.00%;default;Так;*;Ні;
AHC-35B;Шланг воздушный полиуретановый армированный на катушке 8x12м;ok;3091.00;3091.00;+0.00%;3870.00;3560.00;-8.01%;15.00%;default;Так;*;Ні;
AHC-35C;Шланг воздушный полиуретановый армированный на катушке 8x12м;ok;4396.00;4396.00;+0.00%;5490.00;5060.00;-7.83%;15.00%;default;Так;*;Ні;
AHC-35D;Шланг воздушный полиуретановый армированный на катушке 10x14;ok;5077.00;5077.00;+0.00%;6340.00;5840.00;-7.89%;15.00%;default;Так;*;Ні;
AHC-35E;Шланг воздушный полиуретановый армированный на катушке 12x16;ok;5944.00;5944.00;+0.00%;7410.00;6840.00;-7.69%;15.00%;default;Так;*;Ні;
AHC46-A;Шланг спиральный полиуретановый 5,5*8мм L=5м AIRKRAFT AHC46-;ok;313.00;313.00;+0.00%;420.00;360.00;-14.29%;15.00%;default;Так;*;Ні;
AHC46-B;Шланг спиральный полиуретановый 5,5*8мм L=10м AIRKRAFT AHC46;ok;467.00;467.00;+0.00%;610.00;540.00;-11.48%;15.00%;default;Так;*;Ні;
AHC46-C;Шланг спиральный полиуретановый 5,5*8мм L=15м AIRKRAFT AHC46;ok;610.00;610.00;+0.00%;790.00;710.00;-10.13%;15.00%;default;Так;*;Ні;
AHC46-D;Шланг спиральный полиуретановый 5,5*8мм L=20м AIRKRAFT AHC46;ok;760.00;760.00;+0.00%;970.00;880.00;-9.28%;15.00%;default;Так;*;Ні;
AHC46-E;Шланг спиральный полиуретановый 6,5*10мм L=5м AIRKRAFT AHC46;ok;435.00;435.00;+0.00%;570.00;510.00;-10.53%;15.00%;default;Так;*;Ні;
AHC46-F;Шланг спиральный полиуретановый 6,5*10мм L=10м AIRKRAFT AHC4;ok;639.00;639.00;+0.00%;820.00;740.00;-9.76%;15.00%;default;Так;*;Ні;
AHC46-G;Шланг спиральный полиуретановый 6,5*10мм L=15м AIRKRAFT AHC4;ok;828.00;828.00;+0.00%;1060.00;960.00;-9.43%;15.00%;default;Так;*;Ні;
AHC46-H;Шланг спиральный полиуретановый 6,5*10мм L=20м AIRKRAFT AHC4;ok;1069.00;1069.00;+0.00%;1360.00;1230.00;-9.56%;15.00%;default;Так;*;Ні;
AHC48-I;Шланг спиральный полиуретановый (PROFI) 8*12мм L=5м AIRKRAFT;ok;723.00;723.00;+0.00%;930.00;840.00;-9.68%;15.00%;default;Так;*;Ні;
AHC48-J;Шланг спиральный полиуретановый (PROFI) 8*12мм L=10м AIRKRAF;ok;995.00;995.00;+0.00%;1260.00;1150.00;-8.73%;15.00%;default;Так;*;Ні;
AHC48-K;Шланг спиральный полиуретановый (PROFI) 8*12мм L=15м AIRKRAF;ok;1320.00;1320.00;+0.00%;1670.00;1520.00;-8.98%;15.00%;default;Так;*;Ні;
AHC48-L;Шланг спиральный полиуретановый (PROFI) 8*12мм L=20м AIRKRAF;ok;1561.00;1561.00;+0.00%;1970.00;1800.00;-8.63%;15.00%;default;Так;*;Ні;
AI94382801;Кейс для Набіру GCAI094R TOPTUL AI94382801;ok;531.00;531.00;+0.00%;690.00;620.00;-10.14%;14.95%;Ящики, сумки для инструментов;Так;*;Ні;
AIA3059000;Кейс для Набіру GCAI130T TOPTUL AIA3059000;ok;1250.00;1250.00;+0.00%;1580.00;1440.00;-8.86%;14.95%;Ящики, сумки для инструментов;Так;*;Ні;
AIAE3017;Ключ TORX Г-подібний T30 довгий TOPTUL AIAE3017;ok;77.00;77.00;+0.00%;120.00;90.00;-25.00%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 25.0%
AIAE4018;Ключ TORX Г-подібний T-40 довгий TOPTUL AIAE4018;ok;104.00;104.00;+0.00%;160.00;120.00;-25.00%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 25.0%
AIAS4010;Ключ TORX Г-подібний T-40 TOPTUL AIAS4010;ok;68.00;68.00;+0.00%;110.00;80.00;-27.27%;15.27%;Шестигранные ключи;Так;*;Так;подешевшало на 27.3%
