sku	причина	rz_id	категорія	характеристик постачальника	характеристик після фільтрів	характеристики	назва
1013951222	менше 3 характеристик	307032	Анемометри	1	1	Бренд	Вимірювач тиску в шинах 4 bar/60 psi Airkraft (SP5101A)
1013951237	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Знімачі пружин 300 мм горбильні ХЗСО (SCY0300)
1013951244	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Знімач підшипників двозахопний 6" 150 мм Стандарт (SP206ST)
1013951269	менше 3 характеристик	4649526	Паяльники для пластикових труб	2	2	Бренд | Напруга живлення	Паяльник для пластику Trisco (WT-206)
1013951292	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Тип	Знімач важелів склоочисників Toptul (JFFB0142)
1013951296	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Знімач дволапий 16" 400 мм Стандарт (SK2L16)
1013951302	менше 3 характеристик	4654188	Рихтувальне обладнання	1	1	Бренд	Пристрій для рихтування кузова автомобіля 1 упор G.I.Kraft (GI12207)
1013951303	менше 3 характеристик	155534	Універсальні мийки	1	1	Бренд	Мийка деталей 15 л TORIN (TRG4001-3.5)
1013951304	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Знімач двозахопний рельс No2 70х80мм Стандарт (SK2R2)
1013951307	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Розсухарювач клапанів ВАЗ 2110" 16V УКРАЇНА Без бренда (VSC1016)
1013951316	менше 3 характеристик	4668961	Інструмент для змащувальних матеріалів	2	2	Ємність бака | Бренд	Солідолонагнітач пневматичний 15 л. G.I. KRAFT G.I.Kraft (AGL-15)
1013951330	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Знімач 3-лапий 350 мм 14" Стандарт (SK3L14)
1013951352	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Ключ для маслозливних пробок квадрат 10мм Харків-1 ХЗСО (SQRT0010)
1013951365	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Набір для демонтажу скла 4ед. Toptul (JGAR0403)
1013951744	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Розсухарювач клапанів ВАЗ 2108-2109 ХЗСО (VSC2108)
1013951747	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Посилений знімач підшипників двозахопний рельс з фіксацією 55х90 мм Стандарт (SK2R4U)
1013951777	менше 3 характеристик	4630800	Ремонтні комплекти кермових механізмів	1	1	Бренд	Знімач хрестовин ВАЗ 2101-2107 Червоний Промінь СККРЕСТ Без бренда (JRMR0107)
1013951795	менше 3 характеристик	4654188	Рихтувальне обладнання	2	2	Бренд | Тягове зусилля	Зажим для рихтування 2 3 т Toptul (JFDF0203)
1013951817	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Кількість захватів зймача	Знімач 2-х лапий кований середній 150мм Харків Без бренда (СК2ЛСРКОВ)
1013951853	менше 3 характеристик	4668961	Інструмент для змащувальних матеріалів	2	2	Бренд | Об'єм	Шприц важільно-плунжерний 400 мл G.I.Kraft (KL-488N)
1013951860	менше 3 характеристик	4668943	Ключі розрізні	1	1	Бренд	Ключ прокачування гальм затискний 8х10 мм Харків Без бренда (ПР0810Х)
1013951867	менше 3 характеристик	4654188	Рихтувальне обладнання	2	2	Бренд | Тип	Лінійка для рихтування G.I.Kraft (PTP-Gauge)
1013951887	менше 3 характеристик	4654188	Рихтувальне обладнання	2	2	Бренд | Розмір	Пристосування для рихтування автомобіля Toptul (JFCB0125)
1013951937	менше 3 характеристик	154981	Фарбопульти	1	2	Бренд | Тип	Ремкомплект для фарбувальних пістолетів L-897 Auarita (RK-L-897)
